date,pnl,daily_pnl,state,acct_pnl,actual_balance,bankroll,pa_days,pa_wins,payout_num,eval_days,tag
2019-11-07,-420,0,resetting,0.0,0.0,4478,0,0,0,0,eval_failed_trailing_dd
2019-11-12,-420,-420,eval,-420.0,-420.0,4478,0,0,0,5,eval_trade
2019-11-14,704,704,eval,284.0,284.0,4478,0,0,0,7,eval_trade
2019-11-19,-420,-420,eval,-136.0,-136.0,4478,0,0,0,12,eval_trade
2019-11-20,-420,-420,eval,-556.0,-556.0,4478,0,0,0,13,eval_trade
2019-11-21,-420,-420,eval,-976.0,-976.0,4478,0,0,0,14,eval_trade
2019-11-25,704,704,eval,-272.0,-272.0,4478,0,0,0,18,eval_trade
2019-12-05,704,704,eval,432.0,432.0,4478,0,0,0,28,eval_trade
2019-12-10,-420,-420,resetting,0.0,0.0,4438,0,0,0,0,eval_expired_30days
2019-12-11,704,704,eval,704.0,704.0,4438,0,0,0,1,eval_trade
2019-12-12,-420,-420,eval,284.0,284.0,4438,0,0,0,2,eval_trade
2019-12-26,-420,-420,eval,-136.0,-136.0,4438,0,0,0,16,eval_trade
2020-01-01,704,704,eval,568.0,568.0,4438,0,0,0,22,eval_trade
2020-01-06,-420,-420,eval,148.0,148.0,4438,0,0,0,27,eval_trade
2020-01-09,-420,-420,eval,-272.0,-272.0,4438,0,0,0,30,eval_trade
2020-01-21,704,704,resetting,0.0,0.0,4398,0,0,0,0,eval_expired_30days
2020-01-29,704,704,eval,704.0,704.0,4398,0,0,0,8,eval_trade
2020-01-30,-420,-420,eval,284.0,284.0,4398,0,0,0,9,eval_trade
2020-02-03,704,704,eval,988.0,988.0,4398,0,0,0,13,eval_trade
2020-02-10,704,704,pa,0.0,25000.0,4293,0,0,0,0,passed_eval
2020-02-17,-420,-420,pa,-420.0,24580.0,4293,1,0,0,0,pa_trade
2020-02-18,704,704,pa,284.0,25284.0,4293,2,1,0,0,pa_trade
2020-02-25,-420,-420,pa,-136.0,24864.0,4293,3,1,0,0,pa_trade
2020-02-26,-420,-420,pa,-556.0,24444.0,4293,4,1,0,0,pa_trade
2020-03-11,704,704,pa,148.0,25148.0,4293,5,2,0,0,pa_trade
2020-03-17,-420,-420,pa,-272.0,24728.0,4293,6,2,0,0,pa_trade
2020-03-23,704,704,pa,432.0,25432.0,4293,7,3,0,0,pa_trade
2020-03-25,704,704,pa,1136.0,26136.0,4293,8,4,0,0,pa_trade
2020-03-30,704,704,pa,1100.0,26100.0,5033,0,0,1,0,payout_1_$740
2020-03-31,-420,-420,pa,680.0,25680.0,5033,1,0,1,0,pa_trade
2020-04-06,-420,-420,pa,260.0,25260.0,5033,2,0,1,0,pa_trade
2020-04-13,704,704,pa,964.0,25964.0,5033,3,1,1,0,pa_trade
2020-04-15,-420,-420,pa,544.0,25544.0,5033,4,1,1,0,pa_trade
2020-04-23,-420,-420,pa,124.0,25124.0,5033,5,1,1,0,pa_trade
2020-04-30,704,704,pa,828.0,25828.0,5033,6,2,1,0,pa_trade
2020-05-04,704,704,pa,1532.0,26532.0,5033,7,3,1,0,pa_trade
2020-05-07,704,704,pa,2236.0,27236.0,5033,8,4,1,0,pa_trade
2020-05-12,-420,-420,pa,1816.0,26816.0,5033,9,4,1,0,pa_trade
2020-05-13,704,704,pa,1100.0,26100.0,6453,0,0,2,0,payout_2_$1420
2020-05-14,-420,-420,pa,680.0,25680.0,6453,1,0,2,0,pa_trade
2020-05-18,-420,-420,pa,260.0,25260.0,6453,2,0,2,0,pa_trade
2020-05-26,-420,0,resetting,0.0,0.0,6413,0,0,0,0,"pa_failed_trailing_dd (PnL: $-160, threshold: $100)"
2020-05-27,-420,-420,eval,-420.0,-420.0,6413,0,0,0,1,eval_trade
2020-05-28,-420,-420,eval,-840.0,-840.0,6413,0,0,0,2,eval_trade
2020-06-02,-420,-420,eval,-1260.0,-1260.0,6413,0,0,0,7,eval_trade
2020-06-04,-420,0,resetting,0.0,0.0,6373,0,0,0,0,eval_failed_trailing_dd
2020-06-09,-420,-420,eval,-420.0,-420.0,6373,0,0,0,5,eval_trade
2020-06-15,704,704,eval,284.0,284.0,6373,0,0,0,11,eval_trade
2020-06-17,704,704,eval,988.0,988.0,6373,0,0,0,13,eval_trade
2020-06-24,-420,-420,eval,568.0,568.0,6373,0,0,0,20,eval_trade
2020-06-29,-420,-420,eval,148.0,148.0,6373,0,0,0,25,eval_trade
2020-07-01,704,704,eval,852.0,852.0,6373,0,0,0,27,eval_trade
2020-07-06,-420,-420,resetting,0.0,0.0,6333,0,0,0,0,eval_expired_30days
2020-07-08,-420,-420,eval,-420.0,-420.0,6333,0,0,0,2,eval_trade
2020-07-15,704,704,eval,284.0,284.0,6333,0,0,0,9,eval_trade
2020-07-22,-420,-420,eval,-136.0,-136.0,6333,0,0,0,16,eval_trade
2020-07-27,704,704,eval,568.0,568.0,6333,0,0,0,21,eval_trade
2020-08-05,-420,-420,eval,148.0,148.0,6333,0,0,0,30,eval_trade
2020-08-11,-420,-420,resetting,0.0,0.0,6293,0,0,0,0,eval_expired_30days
2020-08-12,-420,-420,eval,-420.0,-420.0,6293,0,0,0,1,eval_trade
2020-08-13,-420,-420,eval,-840.0,-840.0,6293,0,0,0,2,eval_trade
2020-08-17,-420,-420,eval,-1260.0,-1260.0,6293,0,0,0,6,eval_trade
2020-08-19,704,704,eval,-556.0,-556.0,6293,0,0,0,8,eval_trade
2020-08-20,-420,-420,eval,-976.0,-976.0,6293,0,0,0,9,eval_trade
2020-08-24,-420,-420,eval,-1396.0,-1396.0,6293,0,0,0,13,eval_trade
2020-08-25,704,704,eval,-692.0,-692.0,6293,0,0,0,14,eval_trade
2020-08-27,-420,-420,eval,-1112.0,-1112.0,6293,0,0,0,16,eval_trade
2020-08-31,704,704,eval,-408.0,-408.0,6293,0,0,0,20,eval_trade
2020-09-01,704,704,eval,296.0,296.0,6293,0,0,0,21,eval_trade
2020-09-21,-420,-420,resetting,0.0,0.0,6253,0,0,0,0,eval_expired_30days
2020-09-24,-420,-420,eval,-420.0,-420.0,6253,0,0,0,3,eval_trade
2020-09-28,-420,-420,eval,-840.0,-840.0,6253,0,0,0,7,eval_trade
2020-09-30,-420,-420,eval,-1260.0,-1260.0,6253,0,0,0,9,eval_trade
2020-10-07,704,704,eval,-556.0,-556.0,6253,0,0,0,16,eval_trade
2020-10-08,-420,-420,eval,-976.0,-976.0,6253,0,0,0,17,eval_trade
2020-10-13,704,704,eval,-272.0,-272.0,6253,0,0,0,22,eval_trade
2020-10-15,-420,-420,eval,-692.0,-692.0,6253,0,0,0,24,eval_trade
2020-11-02,-420,-420,resetting,0.0,0.0,6213,0,0,0,0,eval_expired_30days
2020-11-04,-420,-420,eval,-420.0,-420.0,6213,0,0,0,2,eval_trade
2020-11-09,704,704,eval,284.0,284.0,6213,0,0,0,7,eval_trade
2020-11-12,-420,-420,eval,-136.0,-136.0,6213,0,0,0,10,eval_trade
2020-11-17,-420,-420,eval,-556.0,-556.0,6213,0,0,0,15,eval_trade
2020-11-18,-420,-420,eval,-976.0,-976.0,6213,0,0,0,16,eval_trade
2020-11-23,-420,0,resetting,0.0,0.0,6173,0,0,0,0,eval_failed_trailing_dd
2020-11-24,-420,-420,eval,-420.0,-420.0,6173,0,0,0,1,eval_trade
2020-11-25,-420,-420,eval,-840.0,-840.0,6173,0,0,0,2,eval_trade
2020-11-30,-420,-420,eval,-1260.0,-1260.0,6173,0,0,0,7,eval_trade
2020-12-03,-420,0,resetting,0.0,0.0,6133,0,0,0,0,eval_failed_trailing_dd
2020-12-23,-420,-420,eval,-420.0,-420.0,6133,0,0,0,20,eval_trade
2020-12-28,704,704,eval,284.0,284.0,6133,0,0,0,25,eval_trade
2020-12-29,-420,-420,eval,-136.0,-136.0,6133,0,0,0,26,eval_trade
2021-01-06,704,704,resetting,0.0,0.0,6093,0,0,0,0,eval_expired_30days
2021-01-07,704,704,eval,704.0,704.0,6093,0,0,0,1,eval_trade
2021-01-13,-420,-420,eval,284.0,284.0,6093,0,0,0,7,eval_trade
2021-01-14,704,704,eval,988.0,988.0,6093,0,0,0,8,eval_trade
2021-01-18,704,704,pa,0.0,25000.0,5988,0,0,0,0,passed_eval
2021-01-20,-420,-420,pa,-420.0,24580.0,5988,1,0,0,0,pa_trade
2021-01-28,704,704,pa,284.0,25284.0,5988,2,1,0,0,pa_trade
2021-02-01,704,704,pa,988.0,25988.0,5988,3,2,0,0,pa_trade
2021-02-03,-420,-420,pa,568.0,25568.0,5988,4,2,0,0,pa_trade
2021-02-15,-420,-420,pa,148.0,25148.0,5988,5,2,0,0,pa_trade
2021-02-16,-420,-420,pa,-272.0,24728.0,5988,6,2,0,0,pa_trade
2021-03-03,704,704,pa,432.0,25432.0,5988,7,3,0,0,pa_trade
2021-03-04,-420,-420,pa,12.0,25012.0,5988,8,3,0,0,pa_trade
2021-03-11,-420,-420,pa,-408.0,24592.0,5988,9,3,0,0,pa_trade
2021-03-17,-420,0,resetting,0.0,0.0,5948,0,0,0,0,"pa_failed_trailing_dd (PnL: $-828, threshold: $-512)"
2021-03-18,-420,-420,eval,-420.0,-420.0,5948,0,0,0,1,eval_trade
2021-03-22,-420,-420,eval,-840.0,-840.0,5948,0,0,0,5,eval_trade
2021-03-30,-420,-420,eval,-1260.0,-1260.0,5948,0,0,0,13,eval_trade
2021-03-31,704,704,eval,-556.0,-556.0,5948,0,0,0,14,eval_trade
2021-04-01,-420,-420,eval,-976.0,-976.0,5948,0,0,0,15,eval_trade
2021-04-07,704,704,eval,-272.0,-272.0,5948,0,0,0,21,eval_trade
2021-04-08,-420,-420,eval,-692.0,-692.0,5948,0,0,0,22,eval_trade
2021-04-14,-420,-420,eval,-1112.0,-1112.0,5948,0,0,0,28,eval_trade
2021-04-29,704,704,resetting,0.0,0.0,5908,0,0,0,0,eval_expired_30days
2021-05-03,704,704,eval,704.0,704.0,5908,0,0,0,4,eval_trade
2021-05-11,-420,-420,eval,284.0,284.0,5908,0,0,0,12,eval_trade
2021-05-13,704,704,eval,988.0,988.0,5908,0,0,0,14,eval_trade
2021-05-17,704,704,pa,0.0,25000.0,5803,0,0,0,0,passed_eval
2021-05-18,-420,-420,pa,-420.0,24580.0,5803,1,0,0,0,pa_trade
2021-05-20,-420,-420,pa,-840.0,24160.0,5803,2,0,0,0,pa_trade
2021-05-24,704,704,pa,-136.0,24864.0,5803,3,1,0,0,pa_trade
2021-05-25,-420,-420,pa,-556.0,24444.0,5803,4,1,0,0,pa_trade
2021-05-27,-420,-420,pa,-976.0,24024.0,5803,5,1,0,0,pa_trade
2021-05-31,704,704,pa,-272.0,24728.0,5803,6,2,0,0,pa_trade
2021-06-02,-420,-420,pa,-692.0,24308.0,5803,7,2,0,0,pa_trade
2021-06-03,-420,-420,pa,-1112.0,23888.0,5803,8,2,0,0,pa_trade
2021-06-15,-420,0,resetting,0.0,0.0,5763,0,0,0,0,"pa_failed_trailing_dd (PnL: $-1532, threshold: $-1500)"
2021-06-16,-420,-420,eval,-420.0,-420.0,5763,0,0,0,1,eval_trade
2021-06-23,704,704,eval,284.0,284.0,5763,0,0,0,8,eval_trade
2021-06-29,-420,-420,eval,-136.0,-136.0,5763,0,0,0,14,eval_trade
2021-06-30,-420,-420,eval,-556.0,-556.0,5763,0,0,0,15,eval_trade
2021-07-01,-420,-420,eval,-976.0,-976.0,5763,0,0,0,16,eval_trade
2021-07-05,-420,0,resetting,0.0,0.0,5723,0,0,0,0,eval_failed_trailing_dd
2021-07-06,704,704,eval,704.0,704.0,5723,0,0,0,1,eval_trade
2021-07-08,-420,-420,eval,284.0,284.0,5723,0,0,0,3,eval_trade
2021-07-15,-420,-420,eval,-136.0,-136.0,5723,0,0,0,10,eval_trade
2021-07-29,704,704,eval,568.0,568.0,5723,0,0,0,24,eval_trade
2021-08-02,-420,-420,eval,148.0,148.0,5723,0,0,0,28,eval_trade
2021-08-04,704,704,eval,852.0,852.0,5723,0,0,0,30,eval_trade
2021-08-10,704,704,resetting,0.0,0.0,5683,0,0,0,0,eval_expired_30days
2021-08-17,-420,-420,eval,-420.0,-420.0,5683,0,0,0,7,eval_trade
2021-08-23,704,704,eval,284.0,284.0,5683,0,0,0,13,eval_trade
2021-08-26,-420,-420,eval,-136.0,-136.0,5683,0,0,0,16,eval_trade
2021-09-08,-420,-420,eval,-556.0,-556.0,5683,0,0,0,29,eval_trade
2021-09-21,-420,-420,resetting,0.0,0.0,5643,0,0,0,0,eval_expired_30days
2021-09-22,704,704,eval,704.0,704.0,5643,0,0,0,1,eval_trade
2021-09-23,-420,-420,eval,284.0,284.0,5643,0,0,0,2,eval_trade
2021-09-27,-420,-420,eval,-136.0,-136.0,5643,0,0,0,6,eval_trade
2021-10-04,704,704,eval,568.0,568.0,5643,0,0,0,13,eval_trade
2021-10-06,704,704,eval,1272.0,1272.0,5643,0,0,0,15,eval_trade
2021-10-07,-420,-420,eval,852.0,852.0,5643,0,0,0,16,eval_trade
2021-10-11,704,704,pa,0.0,25000.0,5538,0,0,0,0,passed_eval
2021-10-13,704,704,pa,704.0,25704.0,5538,1,1,0,0,pa_trade
2021-10-14,-420,-420,pa,284.0,25284.0,5538,2,1,0,0,pa_trade
2021-10-18,704,704,pa,988.0,25988.0,5538,3,2,0,0,pa_trade
2021-10-20,-420,-420,pa,568.0,25568.0,5538,4,2,0,0,pa_trade
2021-11-08,-420,-420,pa,148.0,25148.0,5538,5,2,0,0,pa_trade
2021-11-09,-420,-420,pa,-272.0,24728.0,5538,6,2,0,0,pa_trade
2021-11-16,-420,0,resetting,0.0,0.0,5498,0,0,0,0,"pa_failed_trailing_dd (PnL: $-692, threshold: $-512)"
2021-11-17,704,704,eval,704.0,704.0,5498,0,0,0,1,eval_trade
2021-11-24,704,704,eval,1408.0,1408.0,5498,0,0,0,8,eval_trade
2021-11-25,704,704,pa,0.0,25000.0,5393,0,0,0,0,passed_eval
2021-12-02,-420,-420,pa,-420.0,24580.0,5393,1,0,0,0,pa_trade
2021-12-07,-420,-420,pa,-840.0,24160.0,5393,2,0,0,0,pa_trade
2021-12-16,-420,-420,pa,-1260.0,23740.0,5393,3,0,0,0,pa_trade
2021-12-20,704,704,pa,-556.0,24444.0,5393,4,1,0,0,pa_trade
2021-12-28,-420,-420,pa,-976.0,24024.0,5393,5,1,0,0,pa_trade
2022-01-04,-420,-420,pa,-1396.0,23604.0,5393,6,1,0,0,pa_trade
2022-01-06,-420,0,resetting,0.0,0.0,5353,0,0,0,0,"pa_failed_trailing_dd (PnL: $-1816, threshold: $-1500)"
2022-01-13,-420,-420,eval,-420.0,-420.0,5353,0,0,0,7,eval_trade
2022-01-18,704,704,eval,284.0,284.0,5353,0,0,0,12,eval_trade
2022-01-20,-420,-420,eval,-136.0,-136.0,5353,0,0,0,14,eval_trade
2022-01-26,704,704,eval,568.0,568.0,5353,0,0,0,20,eval_trade
2022-02-01,704,704,eval,1272.0,1272.0,5353,0,0,0,26,eval_trade
2022-02-02,-420,-420,eval,852.0,852.0,5353,0,0,0,27,eval_trade
2022-02-08,704,704,resetting,0.0,0.0,5313,0,0,0,0,eval_expired_30days
2022-02-23,-420,-420,eval,-420.0,-420.0,5313,0,0,0,15,eval_trade
2022-03-02,-420,-420,eval,-840.0,-840.0,5313,0,0,0,22,eval_trade
2022-03-03,-420,-420,eval,-1260.0,-1260.0,5313,0,0,0,23,eval_trade
2022-03-10,704,704,eval,-556.0,-556.0,5313,0,0,0,30,eval_trade
2022-03-22,-420,-420,resetting,0.0,0.0,5273,0,0,0,0,eval_expired_30days
2022-03-29,-420,-420,eval,-420.0,-420.0,5273,0,0,0,7,eval_trade
2022-03-31,-420,-420,eval,-840.0,-840.0,5273,0,0,0,9,eval_trade
2022-04-05,704,704,eval,-136.0,-136.0,5273,0,0,0,14,eval_trade
2022-04-06,-420,-420,eval,-556.0,-556.0,5273,0,0,0,15,eval_trade
2022-04-07,-420,-420,eval,-976.0,-976.0,5273,0,0,0,16,eval_trade
2022-04-11,704,704,eval,-272.0,-272.0,5273,0,0,0,20,eval_trade
2022-04-13,704,704,eval,432.0,432.0,5273,0,0,0,22,eval_trade
2022-04-18,-420,-420,eval,12.0,12.0,5273,0,0,0,27,eval_trade
2022-04-21,704,704,eval,716.0,716.0,5273,0,0,0,30,eval_trade
2022-04-25,-420,-420,resetting,0.0,0.0,5233,0,0,0,0,eval_expired_30days
2022-05-02,704,704,eval,704.0,704.0,5233,0,0,0,7,eval_trade
2022-05-04,-420,-420,eval,284.0,284.0,5233,0,0,0,9,eval_trade
2022-05-12,704,704,eval,988.0,988.0,5233,0,0,0,17,eval_trade
2022-05-18,-420,-420,eval,568.0,568.0,5233,0,0,0,23,eval_trade
2022-05-25,704,704,eval,1272.0,1272.0,5233,0,0,0,30,eval_trade
2022-05-26,-420,-420,resetting,0.0,0.0,5193,0,0,0,0,eval_expired_30days
2022-05-31,-420,-420,eval,-420.0,-420.0,5193,0,0,0,5,eval_trade
2022-06-01,-420,-420,eval,-840.0,-840.0,5193,0,0,0,6,eval_trade
2022-06-06,704,704,eval,-136.0,-136.0,5193,0,0,0,11,eval_trade
2022-06-08,-420,-420,eval,-556.0,-556.0,5193,0,0,0,13,eval_trade
2022-06-09,-420,-420,eval,-976.0,-976.0,5193,0,0,0,14,eval_trade
2022-06-15,-420,-420,eval,-1396.0,-1396.0,5193,0,0,0,20,eval_trade
2022-06-16,-420,0,resetting,0.0,0.0,5153,0,0,0,0,eval_failed_trailing_dd
2022-06-23,704,704,eval,704.0,704.0,5153,0,0,0,7,eval_trade
2022-06-27,704,704,eval,1408.0,1408.0,5153,0,0,0,11,eval_trade
2022-06-29,704,704,pa,0.0,25000.0,5048,0,0,0,0,passed_eval
2022-07-14,-420,-420,pa,-420.0,24580.0,5048,1,0,0,0,pa_trade
2022-07-25,-420,-420,pa,-840.0,24160.0,5048,2,0,0,0,pa_trade
2022-08-02,-420,-420,pa,-1260.0,23740.0,5048,3,0,0,0,pa_trade
2022-08-04,-420,0,resetting,0.0,0.0,5008,0,0,0,0,"pa_failed_trailing_dd (PnL: $-1680, threshold: $-1500)"
2022-08-10,704,704,eval,704.0,704.0,5008,0,0,0,6,eval_trade
2022-08-11,-420,-420,eval,284.0,284.0,5008,0,0,0,7,eval_trade
2022-08-17,-420,-420,eval,-136.0,-136.0,5008,0,0,0,13,eval_trade
2022-08-31,-420,-420,eval,-556.0,-556.0,5008,0,0,0,27,eval_trade
2022-09-05,704,704,resetting,0.0,0.0,4968,0,0,0,0,eval_expired_30days
2022-09-06,704,704,eval,704.0,704.0,4968,0,0,0,1,eval_trade
2022-09-08,704,704,eval,1408.0,1408.0,4968,0,0,0,3,eval_trade
2022-09-19,-420,-420,eval,988.0,988.0,4968,0,0,0,14,eval_trade
2022-09-20,-420,-420,eval,568.0,568.0,4968,0,0,0,15,eval_trade
2022-09-21,704,704,eval,1272.0,1272.0,4968,0,0,0,16,eval_trade
2022-09-27,704,704,pa,0.0,25000.0,4863,0,0,0,0,passed_eval
2022-10-03,704,704,pa,704.0,25704.0,4863,1,1,0,0,pa_trade
2022-10-05,-420,-420,pa,284.0,25284.0,4863,2,1,0,0,pa_trade
2022-10-11,-420,-420,pa,-136.0,24864.0,4863,3,1,0,0,pa_trade
2022-10-19,704,704,pa,568.0,25568.0,4863,4,2,0,0,pa_trade
2022-10-20,-420,-420,pa,148.0,25148.0,4863,5,2,0,0,pa_trade
2022-10-24,-420,-420,pa,-272.0,24728.0,4863,6,2,0,0,pa_trade
2022-10-25,-420,-420,pa,-692.0,24308.0,4863,7,2,0,0,pa_trade
2022-11-08,-420,0,resetting,0.0,0.0,4823,0,0,0,0,"pa_failed_trailing_dd (PnL: $-1112, threshold: $-796)"
2022-11-15,-420,-420,eval,-420.0,-420.0,4823,0,0,0,7,eval_trade
2022-11-23,-420,-420,eval,-840.0,-840.0,4823,0,0,0,15,eval_trade
2022-12-07,-420,-420,eval,-1260.0,-1260.0,4823,0,0,0,29,eval_trade
2022-12-13,-420,-420,resetting,0.0,0.0,4783,0,0,0,0,eval_expired_30days
2022-12-20,-420,-420,eval,-420.0,-420.0,4783,0,0,0,7,eval_trade
2022-12-22,-420,-420,eval,-840.0,-840.0,4783,0,0,0,9,eval_trade
2022-12-26,-420,-420,eval,-1260.0,-1260.0,4783,0,0,0,13,eval_trade
2023-01-04,-420,0,resetting,0.0,0.0,4743,0,0,0,0,eval_failed_trailing_dd
2023-01-09,-420,-420,eval,-420.0,-420.0,4743,0,0,0,5,eval_trade
2023-01-18,-420,-420,eval,-840.0,-840.0,4743,0,0,0,14,eval_trade
2023-01-24,-420,-420,eval,-1260.0,-1260.0,4743,0,0,0,20,eval_trade
2023-02-06,-420,-420,resetting,0.0,0.0,4703,0,0,0,0,eval_expired_30days
2023-02-07,-420,-420,eval,-420.0,-420.0,4703,0,0,0,1,eval_trade
2023-02-09,-420,-420,eval,-840.0,-840.0,4703,0,0,0,3,eval_trade
2023-02-15,-420,-420,eval,-1260.0,-1260.0,4703,0,0,0,9,eval_trade
2023-02-16,704,704,eval,-556.0,-556.0,4703,0,0,0,10,eval_trade
2023-02-20,704,704,eval,148.0,148.0,4703,0,0,0,14,eval_trade
2023-02-23,-420,-420,eval,-272.0,-272.0,4703,0,0,0,17,eval_trade
2023-02-27,-420,-420,eval,-692.0,-692.0,4703,0,0,0,21,eval_trade
2023-02-28,-420,-420,eval,-1112.0,-1112.0,4703,0,0,0,22,eval_trade
2023-03-01,704,704,eval,-408.0,-408.0,4703,0,0,0,23,eval_trade
2023-03-07,-420,-420,eval,-828.0,-828.0,4703,0,0,0,29,eval_trade
2023-03-09,-420,-420,resetting,0.0,0.0,4663,0,0,0,0,eval_expired_30days
2023-03-15,-420,-420,eval,-420.0,-420.0,4663,0,0,0,6,eval_trade
2023-03-28,704,704,eval,284.0,284.0,4663,0,0,0,19,eval_trade
2023-03-30,-420,-420,eval,-136.0,-136.0,4663,0,0,0,21,eval_trade
2023-04-05,704,704,eval,568.0,568.0,4663,0,0,0,27,eval_trade
2023-04-10,-420,-420,resetting,0.0,0.0,4623,0,0,0,0,eval_expired_30days
2023-04-13,-420,-420,eval,-420.0,-420.0,4623,0,0,0,3,eval_trade
2023-05-01,-420,-420,eval,-840.0,-840.0,4623,0,0,0,21,eval_trade
2023-05-10,-420,-420,eval,-1260.0,-1260.0,4623,0,0,0,30,eval_trade
2023-05-11,-420,-420,resetting,0.0,0.0,4583,0,0,0,0,eval_expired_30days
2023-05-17,704,704,eval,704.0,704.0,4583,0,0,0,6,eval_trade
2023-05-22,-420,-420,eval,284.0,284.0,4583,0,0,0,11,eval_trade
2023-06-05,-420,-420,eval,-136.0,-136.0,4583,0,0,0,25,eval_trade
2023-06-06,-420,-420,eval,-556.0,-556.0,4583,0,0,0,26,eval_trade
2023-06-20,-420,-420,resetting,0.0,0.0,4543,0,0,0,0,eval_expired_30days
2023-06-29,704,704,eval,704.0,704.0,4543,0,0,0,9,eval_trade
2023-07-04,704,704,eval,1408.0,1408.0,4543,0,0,0,14,eval_trade
2023-07-12,704,704,pa,0.0,25000.0,4438,0,0,0,0,passed_eval
2023-07-13,-420,-420,pa,-420.0,24580.0,4438,1,0,0,0,pa_trade
2023-07-18,704,704,pa,284.0,25284.0,4438,2,1,0,0,pa_trade
2023-07-20,-420,-420,pa,-136.0,24864.0,4438,3,1,0,0,pa_trade
2023-07-26,704,704,pa,568.0,25568.0,4438,4,2,0,0,pa_trade
2023-08-03,704,704,pa,1272.0,26272.0,4438,5,3,0,0,pa_trade
2023-08-14,-420,-420,pa,852.0,25852.0,4438,6,3,0,0,pa_trade
2023-08-16,-420,-420,pa,432.0,25432.0,4438,7,3,0,0,pa_trade
2023-08-23,704,704,pa,1136.0,26136.0,4438,8,4,0,0,pa_trade
2023-08-29,-420,-420,pa,716.0,25716.0,4438,9,4,0,0,pa_trade
2023-09-04,704,704,pa,1420.0,26420.0,4438,10,5,0,0,pa_trade
2023-09-13,704,704,pa,1100.0,26100.0,5462,0,0,1,0,payout_1_$1024
2023-09-14,-420,-420,pa,680.0,25680.0,5462,1,0,1,0,pa_trade
2023-09-20,704,704,pa,1384.0,26384.0,5462,2,1,1,0,pa_trade
2023-09-21,-420,-420,pa,964.0,25964.0,5462,3,1,1,0,pa_trade
2023-09-27,-420,-420,pa,544.0,25544.0,5462,4,1,1,0,pa_trade
2023-10-04,-420,-420,pa,124.0,25124.0,5462,5,1,1,0,pa_trade
2023-10-05,-420,0,resetting,0.0,0.0,5422,0,0,0,0,"pa_failed_trailing_dd (PnL: $-296, threshold: $100)"
2023-10-09,704,704,eval,704.0,704.0,5422,0,0,0,4,eval_trade
2023-10-10,704,704,eval,1408.0,1408.0,5422,0,0,0,5,eval_trade
2023-10-11,-420,-420,eval,988.0,988.0,5422,0,0,0,6,eval_trade
2023-10-17,704,704,pa,0.0,25000.0,5317,0,0,0,0,passed_eval
2023-10-18,-420,-420,pa,-420.0,24580.0,5317,1,0,0,0,pa_trade
2023-10-19,-420,-420,pa,-840.0,24160.0,5317,2,0,0,0,pa_trade
2023-10-23,-420,-420,pa,-1260.0,23740.0,5317,3,0,0,0,pa_trade
2023-10-25,704,704,pa,-556.0,24444.0,5317,4,1,0,0,pa_trade
2023-11-01,704,704,pa,148.0,25148.0,5317,5,2,0,0,pa_trade
2023-11-13,704,704,pa,852.0,25852.0,5317,6,3,0,0,pa_trade
2023-11-14,704,704,pa,1556.0,26556.0,5317,7,4,0,0,pa_trade
2023-11-20,-420,-420,pa,1136.0,26136.0,5317,8,4,0,0,pa_trade
2023-11-28,704,704,pa,1100.0,26100.0,6057,0,0,1,0,payout_1_$740
2023-12-04,704,704,pa,1804.0,26804.0,6057,1,1,1,0,pa_trade
2023-12-05,-420,-420,pa,1384.0,26384.0,6057,2,1,1,0,pa_trade
2023-12-13,-420,-420,pa,964.0,25964.0,6057,3,1,1,0,pa_trade
2023-12-18,704,704,pa,1668.0,26668.0,6057,4,2,1,0,pa_trade
2023-12-19,-420,-420,pa,1248.0,26248.0,6057,5,2,1,0,pa_trade
2023-12-25,704,704,pa,1952.0,26952.0,6057,6,3,1,0,pa_trade
2023-12-27,-420,-420,pa,1532.0,26532.0,6057,7,3,1,0,pa_trade
2024-01-02,704,704,pa,2236.0,27236.0,6057,8,4,1,0,pa_trade
2024-01-10,704,704,pa,1440.0,26440.0,7557,0,0,2,0,payout_2_$1500
2024-01-11,-420,-420,pa,1020.0,26020.0,7557,1,0,2,0,pa_trade
2024-01-15,704,704,pa,1724.0,26724.0,7557,2,1,2,0,pa_trade
2024-01-17,704,704,pa,2428.0,27428.0,7557,3,2,2,0,pa_trade
2024-01-18,704,704,pa,3132.0,28132.0,7557,4,3,2,0,pa_trade
2024-01-23,704,704,pa,3836.0,28836.0,7557,5,4,2,0,pa_trade
2024-01-25,704,704,pa,4540.0,29540.0,7557,6,5,2,0,pa_trade
2024-02-01,-420,-420,pa,4120.0,29120.0,7557,7,5,2,0,pa_trade
2024-02-05,704,704,pa,3324.0,28324.0,9057,0,0,3,0,payout_3_$1500
2024-02-13,-420,-420,pa,2904.0,27904.0,9057,1,0,3,0,pa_trade
2024-02-14,704,704,pa,3608.0,28608.0,9057,2,1,3,0,pa_trade
2024-02-19,704,704,pa,4312.0,29312.0,9057,3,2,3,0,pa_trade
2024-02-20,704,704,pa,5016.0,30016.0,9057,4,3,3,0,pa_trade
2024-02-21,704,704,pa,5720.0,30720.0,9057,5,4,3,0,pa_trade
2024-02-29,704,704,pa,6424.0,31424.0,9057,6,5,3,0,pa_trade
2024-03-04,704,704,pa,7128.0,32128.0,9057,7,6,3,0,pa_trade
2024-03-06,704,704,pa,6332.0,31332.0,10557,0,0,4,0,payout_4_$1500
